ResponseID,DUP,STARTDATE,ENDDATE,FINISHED,DUBIOUS,18YESORNO,COUNTRY,ZIP,DOB,YRSSURFING,WAVEPREF,WAVEPREFOTHER,BOARDPREF,BOARDPREFOTHER,ABILITY,SURFSPOT,SPOTTOWN,SPOTCO,SPOTSTATE,SPOTCOUNTRY,SPOTYRS,SPOTFAM,SURFSPERYEAR,BOTTOMCOND,BOTTOMCONDOTHER,BCHMGMTJET,BCHMGMTNAT,BCHMGMTWALL,BCHMGMTRIP,BCHMGMTSAND,BCHMGMTOTHERYN,BCHMGMTOTHER,BCHMGMTCOUNT,BCHMGMTIDK,SPOTWAVE,SPOTWAVEOTHER,BESTTIDE,5TIDE2,5TIDEMED,5TIDE6,5TIDEV6,V6BETTER,V6SHORTER,V6BACKW,V6LESSDANGER,V6CLIFFS,V6BIGSWELL,V6NEWPEAK,V6WAVEGONE,V6TAKEOFF,V6PACKDENSE,V6OTHERHAZ,PLACEIDN1,PLACEDEP1,PLACEIDN2,PLACEDEP2,PLACEIDN3,PLACEDEP3,PLACEIDN4,PLACEDEP4,PLACEIDN5,PLACEDEP5,PLACEIDN6,PLACEDEP6,PLACEBATTCOMP,WHYIMPORT,ACCESSBLOCKED,BLOCKEDHOW,NEVERSURFAGAIN,NEVERSURFAGAINEMO,IPLAT,IPLON,CCON-S,CCO,CCIT,LCPJur,LCPJurN-S,CSPOTLat,CSPOTLon,SURFSPOT,SL-SURFSPOT,SL-SPOTN-S,MORE_RES,LESS_RES,Secret
R_dp4JranWjL6omXj,0,4/25/14 21:42,4/25/14 21:53,1,,1,United States,95536,1982,3,slow point break,,"hybrid, funboard, or egg",,3,Shelter Cove,Shelter Cove,Humboldt,CA,USA,3,7,Monthly,"cobbles, boulders, or loose rocks",,,natural beaches or bluffs,,,,,,1,0,slow point break,,2,4,5,2,1,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,4,3,5,3,3,2,4,3,3,3,4,4,12,"No crowds, 3 to four good breaks and good channels to paddle out in.",No,,"Yes, best spot to go when it's too big everywhere else","Anger, sadness",37.95770264,-121.290802,2,Humboldt,Shelter Cove,Humboldt County,3,40.02545,-124.06371,Shelter Cove,Shelter Cove,6,,,
R_e2kXFMYGUP9Sc29,0,4/8/14 19:12,4/8/14 19:14,0,,1,United States,92122,1981,20,fast reef break,,shortboard,,4,Bird Rock,La Jolla,San Diego,CA,USA,15,9,Weekly,hard rock reef,,,,seawall,,,,,1,0,fast reef break,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15,San Diego,La Jolla,San Diego (City of),72,32.8133,-117.27364,Bird Rock,Birdrock,185,,,
R_e2nxc0a7In8MGEZ,0,3/16/14 9:46,3/16/14 9:56,1,,1,United States,92627,1969,40,fast beach break,,shortboard,,4,The Point,Newport Beach,Orange,CA,USA,35,9,Weekly,Sand,,,natural beaches or bluffs,,,beach nourishment,,,2,0,fast beach break,,6,2,3,5,4,Yes,No,Yes,No,No,No,No,No,No,Yes,No,4,4,5,2,3,3,4,2,2,2,4,4,12,"It's the break I know best....the break I've surfed the longest and most consistently.  It's close by, either walking or bicycle.",Yes,There have been a couple pollution warnings over the years.  Generally occurring after heavy rains and runoff.,That would be very sad.,depression,33.28520203,-112.0375977,14,Orange,Newport Beach,Newport Beach (City of),59,33.6059,-117.92581,The Point,Newport Point,141,,,
R_e2O8KjHMzUdF97n,0,3/12/14 19:34,3/12/14 19:40,1,,1,United States,94122,1971,20,slow reef break,,longboard ,,3,Trestles,San Onofre,San Diego,CA,USA,18,7,Rarely,"cobbles, boulders, or loose rocks",,,natural beaches or bluffs,,,,,,1,0,slow reef break,,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,No,Yes,I'm not sure,Yes,I'm not sure,No,No,Yes,I'm not sure,I'm not sure,I'm not sure,4,4,4,2,3,4,4,4,3,3,4,3,12,"long walk to the break - no development in sight at the beach.  Beautiful beach, lots of sea life.  Great waves",No,,"Yes, a major loss of a refuge from the hustle and bustle of city life",Mad / Sad / Disappointed in society,37.77490234,-122.4194031,15,San Diego,San Onofre,San Diego County,66,,,Trestles,,,,1,
R_e2oNbjHelKnqjs1,0,4/10/14 13:23,4/10/14 13:28,0,,1,United States,92130,1990,12,fast beach break,,bodyboard,,3,Cardiff,Encinitas,San Diego,CA,USA,9,7,Weekly,Sand and Reef,Parts sand parts reef,,natural beaches or bluffs,,,,,,1,0,slow reef break,,1,5,4,3,2,No,No,No,Yes,No,No,No,No,Yes,No,No,,,,,,,,,,,,,0,,,,,,,,15,San Diego,Encinitas,Encinitas (City of),69,33.0155,-117.2834,Cardiff,Cardiff,175,,,
R_e2wtYMaanlnIOdn,0,3/16/14 18:16,3/16/14 18:18,0,,1,United States,90230,1971,20,slow beach break,,bodyboard,,2,Latigo,Malibu,Los Angeles,CA,USA,5,5,Yearly,Sand,,jetty or groin,,,,,,,1,0,slow point break,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,13,Los Angeles,Malibu,Malibu (City of),42,34.02603,-118.75549,Latigo,Latigo Point,105,,,
R_e3AgyKHL3Vt20hT,0,3/11/14 13:53,3/11/14 14:04,1,,1,United States,94303,1980,5,slow point break,,"hybrid, funboard, or egg",,1,Princeton Jetty,Half Moon Bay,San Mateo,CA,USA,4,6,Monthly,hard rock reef,,jetty or groin,,,,,,,1,0,fast beach break,,4,2,5,3,1,No,Yes,Yes,No,Yes,Yes,Yes,I'm not sure,Yes,Yes,Yes,3,3,3,3,3,4,4,3,3,3,3,3,12,"Generally protected, feels safe.",No,,"Sure; it's the nearest safe surf spot for my level of surfing. It would mean longer drives, more gas, re-familiarizing with a new spot, fewer sessions per month, decreased contact with the ocean.","Bad. Really bad. Not an emotion, how about sad? Really sad.",-9.966705322,-67.80000305,7,San Mateo,Half Moon Bay,Half Moon Bay (City of),17,37.50007,,Princeton Jetty,Princeton Jetty,31,,,
R_e3BugZORLkK2QEB,0,5/5/14 17:34,5/5/14 17:42,1,,1,United States,94401,1988,8,fast beach break,,shortboard,,2,Ocean Beach,San Francisco,San Francisco,CA,USA,6,5,Monthly,Sand,,jetty or groin,,seawall,riprap,,,,3,0,fast beach break,,5,2,3,2,1,No,Yes,Yes,No,No,No,No,No,No,No,No,3,3,4,4,3,3,4,3,3,3,4,2,12,"First solid barrel here. Variable conditions, I really feel blessed when I get it when it's working. Big enough to go out with all my buddies.",No,,"Definitely, it's an amazing spot.",It would feel like a good friend moving away.,37.35409546,-121.9552002,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_e3C0GGZbWCNpKZL,0,4/7/14 10:36,4/7/14 11:11,1,,1,United States,95062,1979,10,slow beach break,,"hybrid, funboard, or egg",,2,Pleasure Point,Santa Cruz,Santa Cruz,CA,USA,1.5,5,Monthly,Sand and Reef,"sand and rock, lots of kelp",,,,riprap,,,,1,0,slow beach break,,2,4,5,2,1,No,Yes,Yes,No,Yes,Yes,I'm not sure,Yes,I'm not sure,No,Yes,3,5,4,3,4,4,4,3,2,2,4,3,12,"Pleasure Point has perfect waves for me as an intermediate surfer - not to fast but enough power to have some fun, and often protected from the wind. It's a very unique spot in that sense. The wave peaks are very predictable there, although conditions change quickly with the tides. The thing that doesn't make it ""unique"" is that it's in the middle of town and often gets crowded. ",Yes,"Waves too big/tide too 6 - just too difficult to get down the bluff without chancing dinging my board or getting hurt myself. Although, sometimes the crowd is just too much. ","Yes, it's the closest spot to home and my favorite - i'd have to go further and maybe wouldn't get that good of a wave","sad, bitter",37.0447998,-122.1020966,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.95486,,Pleasure Point,Pleasure Point,48,,,
R_e3Q7utaVZWqXbIp,0,4/6/14 9:21,4/6/14 9:48,1,,1,United States,94116,1982,5,slow beach break,,"hybrid, funboard, or egg",,2,Bolinas,Bolinas,Marin,CA,USA,5,9,Monthly,Sand,,jetty or groin,,seawall,,,,,2,0,slow beach break,,2,5,4,2,2,No,Yes,No,No,No,Yes,I'm not sure,No,Yes,Yes,No,4,4,4,2,4,2,4,2,2,2,4,2,12,It has the type of waves that I like to surf. The other surfers are generally friendly and it is mel2. I also like that you can make a whole day of it and hang out on the beach. ,No,,"It would make me sad to lose such a special place. Bolinas feels like a community filled with friendliness and respect, but one that always welcomes new comers. I have never been to another surf spot like it.","As I sad before, I would feel really sad and feel as though I had lost a special place. ",37.33940125,-121.8950043,5,Marin,Bolinas,Marin County,12,37.904781,-122.68254,Bolinas,,,,1,
R_e3SQIZGvGUs5iXb,0,3/11/14 21:49,3/11/14 21:59,1,,1,United States,94123,1980,10,fast beach break,,shortboard,,3,Ocean Beach,San Francisco,San Francisco,CA,USA,8,9,Weekly,Sand,,,,seawall,riprap,beach nourishment,,,3,0,fast beach break,,4,3,4,2,2,No,Yes,No,No,No,No,Yes,No,No,No,No,2,3,5,2,2,3,4,2,1,1,4,5,12,"Great waves during certain times of year, consistent size and convenient",Yes,Pollution after rain storms,"Yes.it is very important to my emotional balance and fitness, and the other waves in the area are significantly less consistent or overly crowded",Incredible frustration,34.05220032,-118.2436981,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_e4LnHmJqDMyoHuB,0,3/23/14 8:48,3/23/14 9:14,1,,1,United States,90245,1949,51,fast beach break,,longboard ,,4,El Porto,Manhattan Beach,Los Angeles,CA,USA,31,10,Weekly,Sand,,,,seawall,,,,,1,0,fast beach break,,4,2,4,3,2,No,No,Yes,No,No,Yes,No,Yes,No,No,No,5,3,4,1,4,2,5,2,3,2,5,3,12,"El Porto is only 8 min by car from where I live, and I've been surfing with the same group of guys there for decades.  It can get epic if winter sand bars form, and the swell-wind-tides conditions line up, but most of the time, the quality of the surf breaks there range from fair to good.  It has the largest winter wave in South Bay due to offshore bathymetry and wave refraction, so winter sand bars tend to be relatively better than surrounding beaches.",Yes,"Very large surf -- couldn't paddle out, no channels.  ","Absolutely!  Surfing defines me.  My daily ritual is to dawn-patrol to El Porto, check it out with my buddies, then go out if the waves and wind are decent.  This ritual sets up my entire day--teaching and research at LMU.  If I'm grading exams and papers, my student pray that I had a good surf session that morning!","Totally bummed!  Surfing EP with my friends (extended family) and daughter is part of my life.  EP's my home break that I know like the back of my hand.  Going there is more than just scoring waves.  Wave quality changes daily depending on swell-wind-tide, but there so much more.  The surfing experience includes friends, family, marine life like dolphins, pelicans, cool sharks and other fish, and the overall surf-beach culture.  ",33.91639709,-118.4040985,13,Los Angeles,Manhattan Beach,Manhattan Beach (City of),47,33.8986,-118.4207,El Porto,El Porto,116,,,
R_e5HTXXslC0lb6tv,0,4/10/14 14:35,4/10/14 14:51,1,,1,United States,90731,1993,7,slow point break,,shortboard,,4,Torrance Beach,Torrance,Los Angeles,CA,USA,7,10,Monthly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,2,3,2,2,1,No,Yes,No,I'm not sure,No,Yes,I'm not sure,Yes,Yes,Yes,No,5,4,5,2,4,3,4,2,2,1,4,2,12,"I learned how to surf there, and it has been a place of nostalgia ever since. It isn't good most days out of the month, but that makes me feel for it more, and become more dependent on it.",No,,I wouldn't be able to surf at the place i learned how to surf. This spot is very fun and it is unlike any other break near me.,I would feel empty; as if a part of my life vanished. I would be angry and i would search for answers.,33.75840759,-118.3162994,13,Los Angeles,Torrance,Torrance (City of),50,33.80615,-118.39398,Torrance Beach,Torrance BeachHaggertys,120,,,
R_e5KPCLMirng4xVz,0,4/5/14 5:23,4/5/14 5:39,1,,1,United States,90815,1980,25,slow beach break,,"hybrid, funboard, or egg",,3,Bolsa Chica,Huntington Beach,Orange,CA,USA,4,8,Weekly,Sand,,jetty or groin,,,,,other,Dune restoration project,2,0,slow beach break,,4,2,3,2,1,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,4,2,4,1,4,2,4,2,2,2,4,4,12,Closer than most consistently rideable spots and the vibe is less competitive and I like that at this point of my surfing life.,No,,It would be a bummer because I have had a lot of good times there.,I would be pretty sad because it is a great beach to learn and I would like to teach my kids as they get older.,33.78239441,-118.1444016,14,Orange,Huntington Beach,Huntington Beach (City of),57,33.68741,-118.04267,Bolsa Chica,Bolsa Chica,128,,,
R_e5rEaPMlG84kFVz,0,3/12/14 8:29,3/12/14 8:35,1,,1,United States,94114,1981,4,slow point break,,shortboard,,2,Pleasure Point,Santa Cruz,Santa Cruz,CA,USA,2,5,Weekly,hard rock reef,,,,seawall,,,,,1,0,slow point break,,4,4,5,3,2,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,2,2,4,1,4,2,2,2,2,2,4,4,12,It's close to my former home in Santa Cruz and super consistent. Nice to be able to walk to great surf! ,Yes,"Heavy rains, heavy crowds","Yes. I'd find other places, but nothing is so easy as the Point",Disappointment. ,37.79150391,-122.408905,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.95486,,Pleasure Point,Pleasure Point,48,,,
R_e5tnf8spbDJXHtH,0,4/8/14 11:01,4/9/14 9:55,1,,1,United States,94124,1981,16,fast beach break,,shortboard,,4,River Jetties,Newport Beach,Orange,CA,USA,14,10,Weekly,Sand,,jetty or groin,,,,beach nourishment,,,2,0,fast beach break,,4,4,5,3,2,No,Yes,Yes,No,No,No,No,Yes,No,No,No,4,2,3,2,3,2,3,2,2,2,3,3,12,It shaped my surfing ability,Yes,Dirty water post rain,I would surf other places but it would be a loss,I would be pissed,36.93580627,-119.5634003,14,Orange,Newport Beach,Newport Beach (City of),59,33.62791,-117.95924,River Jetties,Santa Ana River Jetties,134,,,
R_e5TUp599yhoLi8l,0,5/3/14 20:21,5/3/14 20:31,1,,1,United States,93003,1975,30,fast point break,,SUP,,4,Pitas Point,Ventura,Ventura,CA,USA,30,9,Weekly,Sand,,,,seawall,,,,,1,0,fast point break,,4,5,4,3,3,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,3,4,4,3,4,4,4,3,3,3,4,3,12,Not much crowd and good waves,Yes,Rain run off,"Yeah, just a great place to surf and hang out with kids.",Very disappointed!,34.33810425,-119.3119965,12,Ventura,Ventura,Ventura County,38,34.31737,-119.38817,Pitas Point,Pitas Point,90,,,
R_e5xPSOINDLDjCyF,0,4/27/14 21:29,4/27/14 21:36,1,,1,United States,92067,1995,4,slow beach break,,shortboard,,3,Seaside,Solana Beach,San Diego,CA,USA,1,7,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow reef break,,4,3,3,3,3,-9999,No,No,Yes,No,No,Yes,No,No,No,No,4,3,4,2,3,4,4,3,3,2,4,3,12,"because i have gotten great waves there, and it is clean, close to my home, and beautiful. ",No,,"yes, it would be a bad loss, and i wouldn't have a good local wave to surf anymore. i would have to commute a bit then. ","sad, bummed, upset, mad",33.11759949,-117.1650009,15,San Diego,Solana Beach,Solana Beach,70,,,Seaside,,,1,,
R_e8n7C0dsUbg8McJ,0,4/9/14 20:52,4/9/14 21:36,1,,1,United States,92056,1957,44,fast beach break,,shortboard,,4,Moonlight Beach,Encinitas,San Diego,CA,USA,35,10,Monthly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,4,2,4,3,2,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,4,3,4,2,3,2,3,2,3,3,3,4,12,it brings back memories of when it used to be a real good beach break...,Yes,the winter storms of February & March 1983 washed all the beach sand away...,"no, there are reefs to surf that don't need sand to be good",it would not matter...,33.19590759,-117.3795013,15,San Diego,Encinitas,Encinitas (City of),69,,,Moonlight Beach,Moonlight Beach,170,,,
R_e8nFgtF117ZzO3r,0,4/25/14 22:42,4/25/14 22:54,1,,1,United States,93103,1970,31,fast reef break,,shortboard,,3,Tarantulas,Lompoc,Santa Barbara,CA,USA,25,8,Monthly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow reef break,,2,3,5,3,2,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,4,1,4,1,4,1,4,1,3,1,4,4,12,Beautiful wave when it's on and it's at a scenic beach.  I've had many great rides there throughout the years.,Yes,US Military launches rockets from Vandenburg airforce base.,"No, I'll just move on.",Sad.,38.96780396,-122.6477051,11,Santa Barbara,Lompoc,Santa Barbara County,33,,,Tarantulas,,,1,,
R_e8xo0eWbk5uCEoR,0,3/18/14 10:23,3/18/14 10:32,1,,1,United States,92037,1987,2,slow reef break,,shortboard,,3,Scripps - Pier,La Jolla,San Diego,CA,USA,2,9,Weekly,Sand,,,,seawall,,,,,1,0,fast beach break,,2,3,4,3,2,No,Yes,Yes,No,No,Yes,No,No,No,No,No,5,2,5,4,5,2,4,2,3,2,4,2,12,"It is where I learned and where I currently work, so I have become intimately familiar with its conditions and surfing here has helped me improve continuously. Also, I can get out when conditions are unexpectedly good because I can see the wave from my work, which makes me feel special!",Yes,A friend went out during a very large swell and got swept very far north. I felt like the conditions were dangerous and did not go out.,"Yes, I would lose an important part of my recreation and meditation practices.","Sadness, nostalgia, disappointment, melancholy",32.88070679,-117.2359009,15,San Diego,La Jolla,San Diego (City of),72,32.866365,-117.255462,Scripps - Pier,Scripps,181,,,
R_e9Ug2ZPxFhB5Gw5,0,4/10/14 13:34,4/10/14 13:40,1,,1,United States,90623,1958,-9999,slow beach break,,"hybrid, funboard, or egg",,3,Bolsa Chica,Huntington Beach,Orange,CA,USA,15,8,Daily,Sand,,jetty or groin,,,,,,,1,0,slow beach break,,5,2,3,3,2,I'm not sure,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,5,5,4,3,4,4,4,4,3,2,4,3,12,"proximity, convenience",Yes,"road closure, red tide","yes! I would have to drive further, which is all-important",I would go into prolonged mourning,33.793396,-118.1212006,14,Orange,Huntington Beach,Huntington Beach (City of),57,33.68741,-118.04267,Bolsa Chica,Bolsa Chica,128,,,
R_e9xtEuKd6ffQv1b,0,4/8/14 11:43,4/8/14 12:09,1,,1,United States,90035,1969,3,slow beach break,,shortboard,,2,Ocean Park,Santa Monica,Los Angeles,CA,USA,3,10,Daily,Sand,,,,,,,other,They rake the sand every day,1,0,fast beach break,,4,2,4,3,2,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,5,2,5,2,5,2,3,3,4,2,5,3,12,"It's where I learned, near where I grew up, near my job, and I've become a part of the community.  I know a lot of people there, but have enjoyed waves at other beaches more.",Yes,"Rain or really cold water temps.  Sometimes they use our parking lot for the end of marathons or for yoga conventions, and it makes it really hard to park in the lot.","I'd really miss the people, and I love being able to go to the beach so often.",I'd be grateful for the good times.,34.01190186,-118.4682007,13,Los Angeles,Santa Monica,Santa Monica (City of),45,33.998996,,Ocean Park,,,1,,
R_ea21HxoYbxhCamV,0,4/11/14 16:14,4/11/14 16:44,1,,1,United States,94122,1972,30,fast beach break,,shortboard,,4,Ocean Beach,San Francisco,San Francisco,CA,USA,12,10,Weekly,Sand,,,,seawall,riprap,beach nourishment,,,3,0,fast beach break,,4,3,5,3,1,No,Yes,No,No,No,No,No,No,No,No,No,5,4,5,4,4,3,4,3,4,3,5,4,12,It is a serious break that is always challenging and takes a long time to get comfortable with.,Yes,"Polluted runoff after rains, sewer overf2s.","yes, it would be the loss of one of California's heaviest and best beachbreaks.","Sad, depressed, heartbroken.",37.74409485,-122.483902,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_eafjzkhn0Ap2Z7f,0,3/17/14 10:52,3/17/14 10:59,1,,1,United States,95060,1984,3,slow point break,,longboard ,,2,Steamer Lane,Santa Cruz,Santa Cruz,CA,USA,3,6,Daily,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow point break,,2,5,5,3,2,No,Yes,No,No,No,Yes,No,No,Yes,No,No,4,4,4,3,3,4,4,4,3,3,4,4,12,Challenging enough to always learn something new. Close to home.,Yes,Water pollution.,I would be sad! Very sad! I bought a house really close by so I can just stroll down with a bike.,,37.41920471,-122.0574036,8,Santa Cruz,Santa Cruz,Santa Cruz (City of),19,36.95199,,Steamer Lane,Steamer Lane,43,,,
R_eaMgy9pWZCiq6yh,0,4/26/14 22:18,4/26/14 22:24,1,,1,United States,95062,1976,10,fast point break,,shortboard,,3,The Hook,Santa Cruz,Santa Cruz,CA,USA,10,7,Weekly,hard rock reef,,,,seawall,,,,,1,0,fast point break,,5,2,4,2,1,No,No,Yes,No,Yes,No,No,No,No,No,Yes,3,3,3,3,3,4,3,3,3,4,3,4,12,My backyard,Yes,Dirty water,"Yes, it's a good spot ",Disappointed. It is already changing too much anyway though ,37.0447998,-122.1020966,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.959078,,The Hook,,,1,,
R_eb2sqOaT7bS0x5X,0,4/1/14 22:44,4/1/14 22:58,1,,1,United States,90404,1958,41,fast beach break,,shortboard,,4,Zuma,Malibu,Los Angeles,CA,USA,36,10,Monthly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,5,1,3,5,3,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,4,5,5,3,3,4,4,4,3,5,5,2,12,Good left tubes when it's on.,No,,"Yes, It would be a big drawback to my emotional well being, however there will be a time that i am unable to surf this powerful of a wave due to age probably within the next  ten to fifteen years sadly.","It would just suck, see above.  ",34.01190186,-118.4682007,13,Los Angeles,Malibu,Malibu (City of),42,34.0154,-118.8228,Zuma,Zuma,103,,,
R_ebMsuaIGRW9UJE1,0,4/26/14 18:52,4/26/14 18:58,0,,1,United States,92679,1993,10,slow point break,,longboard ,,3,Old Mans,San Onofre,San Diego,CA,USA,3,6,Monthly,"cobbles, boulders, or loose rocks",,,natural beaches or bluffs,,,,,,1,0,I'm not sure,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15,San Diego,San Onofre,San Diego County,66,,,Old Mans,,,1,,
R_eCHVaYl3KL5Fa3H,0,5/9/14 14:33,5/9/14 14:50,1,,1,United States,95060,1965,35,fast point break,,shortboard,,4,Steamer Lane,Santa Cruz,Santa Cruz,CA,USA,20,8,Monthly,hard rock reef,,,,,riprap,,,,1,0,fast point break,,4,4,5,3,1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4,3,4,1,4,2,4,2,4,2,4,4,12,Variety of breaks in concentrated area handles all swell angles and is not too affected by on shore predominant wind can handle a wide tide swing with enough swell and is very convenient to surf,Yes,Surf contests ,Yes   / I would greatly miss a favorite surf break and I am sure the frequency  of my surf  sessions would decrease some as the location is so convenient ,Sad and Longing...,36.97410583,-122.0307999,8,Santa Cruz,Santa Cruz,Santa Cruz (City of),19,36.95199,,Steamer Lane,Steamer Lane,43,,,
